unit_index,selected,characters,event_count,A,E,I,O,U,original_record_or_text
342,0,400,15,0.748582716571,0.351572540773,0.264470585474,0.294434312496,-0.44363710123,"{""blur_score"":0.137987,""change_center_x"":0.844027,""change_center_y"":0.106443,""color_shift"":7.9e-05,""edge_density"":0.083139,""foreground_ratio"":0.035748,""frame_difference"":7.8e-05,""frame_id"":341,""luma_std"":0.6794,""mean_hue"":0.235771,""mean_luma"":0.760861,""mean_saturation"":0.145655,""mean_value"":0.794617,""motion_energy"":0.00035,""scene_cut_score"":0.000547,""texture_entropy"":0.513891,""timestamp_ms"":17050}"
343,1,402,15,0.681476530062,0.260697661222,-0.031486984336,0.574885440724,-0.0863102122983,"{""blur_score"":0.137391,""change_center_x"":0.00313,""change_center_y"":0.579832,""color_shift"":4.2e-05,""edge_density"":0.083178,""foreground_ratio"":0.035787,""frame_difference"":3.4e-05,""frame_id"":342,""luma_std"":0.679419,""mean_hue"":0.235746,""mean_luma"":0.760838,""mean_saturation"":0.145678,""mean_value"":0.794602,""motion_energy"":0.000234,""scene_cut_score"":0.000372,""texture_entropy"":0.514071,""timestamp_ms"":17100}"
344,0,385,15,0.656312562729,0.384050634731,0.203196447614,0.474097545643,-0.264340225543,"{""blur_score"":0.137386,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":1.1e-05,""edge_density"":0.083178,""foreground_ratio"":0.035787,""frame_difference"":3e-06,""frame_id"":343,""luma_std"":0.679417,""mean_hue"":0.235773,""mean_luma"":0.760839,""mean_saturation"":0.145677,""mean_value"":0.794605,""motion_energy"":0.0,""scene_cut_score"":3.5e-05,""texture_entropy"":0.514039,""timestamp_ms"":17150}"
345,0,401,15,0.688603160983,0.343696908984,0.160478494432,0.451117559153,-0.268910088386,"{""blur_score"":0.136995,""change_center_x"":0.396244,""change_center_y"":0.380952,""color_shift"":9.1e-05,""edge_density"":0.083333,""foreground_ratio"":0.035826,""frame_difference"":9e-05,""frame_id"":344,""luma_std"":0.679264,""mean_hue"":0.235819,""mean_luma"":0.760829,""mean_saturation"":0.145695,""mean_value"":0.794623,""motion_energy"":0.000584,""scene_cut_score"":0.001099,""texture_entropy"":0.514515,""timestamp_ms"":17200}"
346,0,382,15,0.656528963103,0.384133005128,0.203227072083,0.474507843411,-0.26460062345,"{""blur_score"":0.136981,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":3e-05,""edge_density"":0.083294,""foreground_ratio"":0.035864,""frame_difference"":7e-06,""frame_id"":345,""luma_std"":0.679263,""mean_hue"":0.235769,""mean_luma"":0.760824,""mean_saturation"":0.14571,""mean_value"":0.794622,""motion_energy"":0.0,""scene_cut_score"":0.000213,""texture_entropy"":0.51442,""timestamp_ms"":17250}"
347,0,399,15,0.683828352774,0.342453015867,0.150759556154,0.464493415449,-0.253514659669,"{""blur_score"":0.136618,""change_center_x"":0.365191,""change_center_y"":0.411164,""color_shift"":8e-05,""edge_density"":0.083255,""foreground_ratio"":0.035981,""frame_difference"":9.2e-05,""frame_id"":346,""luma_std"":0.679276,""mean_hue"":0.23575,""mean_luma"":0.76078,""mean_saturation"":0.145754,""mean_value"":0.794603,""motion_energy"":0.000545,""scene_cut_score"":0.000737,""texture_entropy"":0.514469,""timestamp_ms"":17300}"
348,0,401,15,0.749951628058,0.351272805475,0.2646479701,0.294287475968,-0.445028495955,"{""blur_score"":0.136734,""change_center_x"":0.844027,""change_center_y"":0.104575,""color_shift"":6.6e-05,""edge_density"":0.083061,""foreground_ratio"":0.035903,""frame_difference"":6.5e-05,""frame_id"":347,""luma_std"":0.679293,""mean_hue"":0.235744,""mean_luma"":0.760781,""mean_saturation"":0.145809,""mean_value"":0.79461,""motion_energy"":0.00035,""scene_cut_score"":0.001041,""texture_entropy"":0.514365,""timestamp_ms"":17350}"
349,0,403,15,0.672437690434,0.268758611579,-0.0276566906972,0.58824120483,-0.0771830798883,"{""blur_score"":0.136445,""change_center_x"":0.004695,""change_center_y"":0.633403,""color_shift"":7.1e-05,""edge_density"":0.083139,""foreground_ratio"":0.036059,""frame_difference"":5.4e-05,""frame_id"":348,""luma_std"":0.679319,""mean_hue"":0.235749,""mean_luma"":0.760735,""mean_saturation"":0.145861,""mean_value"":0.794594,""motion_energy"":0.000312,""scene_cut_score"":0.000646,""texture_entropy"":0.514464,""timestamp_ms"":17400}"
350,0,382,15,0.656979997907,0.38414566943,0.203474416327,0.474364829106,-0.264977505789,"{""blur_score"":0.136442,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":8e-06,""edge_density"":0.083139,""foreground_ratio"":0.036059,""frame_difference"":1e-06,""frame_id"":349,""luma_std"":0.67932,""mean_hue"":0.235758,""mean_luma"":0.760735,""mean_saturation"":0.145864,""mean_value"":0.794597,""motion_energy"":0.0,""scene_cut_score"":2.1e-05,""texture_entropy"":0.514463,""timestamp_ms"":17450}"
351,0,405,15,0.703053483978,0.337607564536,0.166636201036,0.4264810554,-0.293643964208,"{""blur_score"":0.135968,""change_center_x"":0.424002,""change_center_y"":0.318277,""color_shift"":0.000123,""edge_density"":0.083333,""foreground_ratio"":0.036137,""frame_difference"":0.000132,""frame_id"":350,""luma_std"":0.679277,""mean_hue"":0.235735,""mean_luma"":0.760683,""mean_saturation"":0.145924,""mean_value"":0.794578,""motion_energy"":0.000623,""scene_cut_score"":0.001492,""texture_entropy"":0.514675,""timestamp_ms"":17500}"
352,0,401,15,0.752086613165,0.34984005708,0.263818753692,0.292020646012,-0.446990088731,"{""blur_score"":0.135754,""change_center_x"":0.840376,""change_center_y"":0.10084,""color_shift"":2.9e-05,""edge_density"":0.083333,""foreground_ratio"":0.036176,""frame_difference"":2.2e-05,""frame_id"":351,""luma_std"":0.679245,""mean_hue"":0.235751,""mean_luma"":0.760691,""mean_saturation"":0.145925,""mean_value"":0.794588,""motion_energy"":7.8e-05,""scene_cut_score"":0.000169,""texture_entropy"":0.514655,""timestamp_ms"":17550}"
353,0,403,15,0.680953884255,0.262869434253,-0.0293488958856,0.578237115506,-0.0864513231672,"{""blur_score"":0.135177,""change_center_x"":0.004695,""change_center_y"":0.588761,""color_shift"":0.000107,""edge_density"":0.083255,""foreground_ratio"":0.036332,""frame_difference"":9.6e-05,""frame_id"":352,""luma_std"":0.679314,""mean_hue"":0.235845,""mean_luma"":0.760608,""mean_saturation"":0.146036,""mean_value"":0.79457,""motion_energy"":0.000623,""scene_cut_score"":0.000928,""texture_entropy"":0.515007,""timestamp_ms"":17600}"
354,0,380,15,0.657713561939,0.384324081847,0.203818218022,0.474821165452,-0.265790229293,"{""blur_score"":0.13518,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":7e-06,""edge_density"":0.083255,""foreground_ratio"":0.036332,""frame_difference"":1e-06,""frame_id"":353,""luma_std"":0.679313,""mean_hue"":0.235849,""mean_luma"":0.760607,""mean_saturation"":0.146039,""mean_value"":0.794572,""motion_energy"":0.0,""scene_cut_score"":2e-05,""texture_entropy"":0.514974,""timestamp_ms"":17650}"
355,0,402,15,0.684267113039,0.318659685019,0.0966452425358,0.498739095785,-0.205429162168,"{""blur_score"":0.13532,""change_center_x"":0.233675,""change_center_y"":0.454163,""color_shift"":0.000139,""edge_density"":0.083723,""foreground_ratio"":0.036293,""frame_difference"":0.000159,""frame_id"":354,""luma_std"":0.67949,""mean_hue"":0.235822,""mean_luma"":0.760492,""mean_saturation"":0.146181,""mean_value"":0.79452,""motion_energy"":0.000857,""scene_cut_score"":0.002474,""texture_entropy"":0.515265,""timestamp_ms"":17700}"
356,0,400,15,0.75015232401,0.352328449269,0.265329256481,0.295840205197,-0.445608796149,"{""blur_score"":0.135112,""change_center_x"":0.84507,""change_center_y"":0.106443,""color_shift"":5.9e-05,""edge_density"":0.083567,""foreground_ratio"":0.036332,""frame_difference"":6.6e-05,""frame_id"":355,""luma_std"":0.679311,""mean_hue"":0.23583,""mean_luma"":0.760529,""mean_saturation"":0.146138,""mean_value"":0.794559,""motion_energy"":0.00035,""scene_cut_score"":0.000918,""texture_entropy"":0.515422,""timestamp_ms"":17750}"
357,0,405,15,0.685822573603,0.259369065055,-0.0310758051147,0.572160130512,-0.0918753441397,"{""blur_score"":0.135036,""change_center_x"":0.004471,""change_center_y"":0.562625,""color_shift"":0.000122,""edge_density"":0.083684,""foreground_ratio"":0.036682,""frame_difference"":0.000124,""frame_id"":356,""luma_std"":0.679351,""mean_hue"":0.235764,""mean_luma"":0.760439,""mean_saturation"":0.146246,""mean_value"":0.794519,""motion_energy"":0.000818,""scene_cut_score"":0.001213,""texture_entropy"":0.515418,""timestamp_ms"":17800}"
358,0,402,15,0.679701272019,0.30006199036,0.0486610643203,0.53482555128,-0.155963323508,"{""blur_score"":0.134998,""change_center_x"":0.133803,""change_center_y"":0.521655,""color_shift"":0.00014,""edge_density"":0.083917,""foreground_ratio"":0.036916,""frame_difference"":0.000162,""frame_id"":357,""luma_std"":0.679419,""mean_hue"":0.235694,""mean_luma"":0.760352,""mean_saturation"":0.14636,""mean_value"":0.79449,""motion_energy"":0.001012,""scene_cut_score"":0.001791,""texture_entropy"":0.515821,""timestamp_ms"":17850}"
359,0,384,15,0.65786601988,0.38479079222,0.203282280354,0.475248959626,-0.266427853947,"{""blur_score"":0.134999,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":1.1e-05,""edge_density"":0.083956,""foreground_ratio"":0.036916,""frame_difference"":1e-06,""frame_id"":358,""luma_std"":0.67942,""mean_hue"":0.235693,""mean_luma"":0.760352,""mean_saturation"":0.14636,""mean_value"":0.794489,""motion_energy"":0.0,""scene_cut_score"":0.000143,""texture_entropy"":0.515832,""timestamp_ms"":17900}"
360,0,405,15,0.678892687123,0.265237566627,-0.0288956320065,0.582239061384,-0.0847243319102,"{""blur_score"":0.134599,""change_center_x"":0.005043,""change_center_y"":0.601618,""color_shift"":0.000192,""edge_density"":0.083995,""foreground_ratio"":0.037111,""frame_difference"":0.000153,""frame_id"":359,""luma_std"":0.679457,""mean_hue"":0.235757,""mean_luma"":0.760275,""mean_saturation"":0.146459,""mean_value"":0.794471,""motion_energy"":0.001051,""scene_cut_score"":0.001265,""texture_entropy"":0.515661,""timestamp_ms"":17950}"
361,0,401,15,0.750544875142,0.351381105106,0.262331479673,0.298157149331,-0.443658710443,"{""blur_score"":0.134203,""change_center_x"":0.830516,""change_center_y"":0.108403,""color_shift"":8.4e-05,""edge_density"":0.083917,""foreground_ratio"":0.037033,""frame_difference"":9e-05,""frame_id"":360,""luma_std"":0.679293,""mean_hue"":0.235771,""mean_luma"":0.760306,""mean_saturation"":0.146401,""mean_value"":0.794501,""motion_energy"":0.000389,""scene_cut_score"":0.000852,""texture_entropy"":0.515853,""timestamp_ms"":18000}"
362,0,402,15,0.683856866788,0.314468189604,0.0860659537756,0.507075996591,-0.194694933166,"{""blur_score"":0.134341,""change_center_x"":0.209364,""change_center_y"":0.46968,""color_shift"":0.000206,""edge_density"":0.083956,""foreground_ratio"":0.037072,""frame_difference"":0.000218,""frame_id"":361,""luma_std"":0.679593,""mean_hue"":0.235755,""mean_luma"":0.760159,""mean_saturation"":0.146591,""mean_value"":0.79443,""motion_energy"":0.001441,""scene_cut_score"":0.001619,""texture_entropy"":0.51585,""timestamp_ms"":18050}"
363,0,402,15,0.683796648396,0.262624544466,-0.0289343335757,0.575276976039,-0.0914853742713,"{""blur_score"":0.134293,""change_center_x"":0.007042,""change_center_y"":0.57458,""color_shift"":0.000128,""edge_density"":0.084151,""foreground_ratio"":0.037383,""frame_difference"":0.00014,""frame_id"":362,""luma_std"":0.679666,""mean_hue"":0.23574,""mean_luma"":0.760064,""mean_saturation"":0.146716,""mean_value"":0.794394,""motion_energy"":0.000935,""scene_cut_score"":0.001539,""texture_entropy"":0.516079,""timestamp_ms"":18100}"
364,0,385,15,0.658340397312,0.38507482381,0.203262452911,0.475343831719,-0.26712657574,"{""blur_score"":0.134264,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":3.9e-05,""edge_density"":0.084151,""foreground_ratio"":0.037422,""frame_difference"":1.1e-05,""frame_id"":363,""luma_std"":0.679665,""mean_hue"":0.23572,""mean_luma"":0.76006,""mean_saturation"":0.146726,""mean_value"":0.794401,""motion_energy"":0.0,""scene_cut_score"":0.00013,""texture_entropy"":0.516018,""timestamp_ms"":18150}"
365,0,403,15,0.681106866647,0.308291967556,0.0667617902559,0.523764253164,-0.17453511897,"{""blur_score"":0.134109,""change_center_x"":0.169666,""change_center_y"":0.500233,""color_shift"":0.000225,""edge_density"":0.084502,""foreground_ratio"":0.037656,""frame_difference"":0.000215,""frame_id"":364,""luma_std"":0.679555,""mean_hue"":0.235824,""mean_luma"":0.759991,""mean_saturation"":0.146786,""mean_value"":0.7944,""motion_energy"":0.001402,""scene_cut_score"":0.002575,""texture_entropy"":0.516462,""timestamp_ms"":18200}"
366,0,402,15,0.680153997559,0.266068653019,-0.0272803463272,0.581460994102,-0.0876986925785,"{""blur_score"":0.133583,""change_center_x"":0.007694,""change_center_y"":0.597106,""color_shift"":0.000148,""edge_density"":0.084346,""foreground_ratio"":0.03785,""frame_difference"":0.000173,""frame_id"":365,""luma_std"":0.679606,""mean_hue"":0.235774,""mean_luma"":0.759906,""mean_saturation"":0.1469,""mean_value"":0.794379,""motion_energy"":0.001402,""scene_cut_score"":0.001629,""texture_entropy"":0.516472,""timestamp_ms"":18250}"
367,0,400,15,0.752572437059,0.352044225684,0.264685299179,0.294448514071,-0.448785432666,"{""blur_score"":0.133343,""change_center_x"":0.844288,""change_center_y"":0.103641,""color_shift"":5.1e-05,""edge_density"":0.084346,""foreground_ratio"":0.03785,""frame_difference"":5e-05,""frame_id"":366,""luma_std"":0.679625,""mean_hue"":0.235784,""mean_luma"":0.759905,""mean_saturation"":0.146896,""mean_value"":0.794374,""motion_energy"":0.000234,""scene_cut_score"":0.000351,""texture_entropy"":0.516447,""timestamp_ms"":18300}"
368,0,402,15,0.684485692817,0.315540858652,0.0874698807549,0.507027257608,-0.196795628835,"{""blur_score"":0.133163,""change_center_x"":0.212298,""change_center_y"":0.468949,""color_shift"":0.000266,""edge_density"":0.084346,""foreground_ratio"":0.037734,""frame_difference"":0.000254,""frame_id"":367,""luma_std"":0.679705,""mean_hue"":0.235799,""mean_luma"":0.759814,""mean_saturation"":0.147034,""mean_value"":0.794355,""motion_energy"":0.001597,""scene_cut_score"":0.0018,""texture_entropy"":0.51646,""timestamp_ms"":18350}"
369,0,404,15,0.684166343381,0.26323458264,-0.0290806693543,0.577980317902,-0.0913382870401,"{""blur_score"":0.132773,""change_center_x"":0.006509,""change_center_y"":0.577349,""color_shift"":0.000227,""edge_density"":0.084579,""foreground_ratio"":0.038045,""frame_difference"":0.000266,""frame_id"":368,""luma_std"":0.67974,""mean_hue"":0.235904,""mean_luma"":0.759649,""mean_saturation"":0.147239,""mean_value"":0.794307,""motion_energy"":0.001713,""scene_cut_score"":0.002487,""texture_entropy"":0.516846,""timestamp_ms"":18400}"
370,0,382,15,0.659388116065,0.385459217461,0.203411335685,0.475879949234,-0.268315760932,"{""blur_score"":0.132771,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":9e-06,""edge_density"":0.084579,""foreground_ratio"":0.038045,""frame_difference"":2e-06,""frame_id"":369,""luma_std"":0.679739,""mean_hue"":0.235912,""mean_luma"":0.75965,""mean_saturation"":0.147236,""mean_value"":0.794307,""motion_energy"":0.0,""scene_cut_score"":2.8e-05,""texture_entropy"":0.516904,""timestamp_ms"":18450}"
371,0,404,15,0.683640163627,0.301841670554,0.0540686886598,0.531400060232,-0.165156762558,"{""blur_score"":0.131842,""change_center_x"":0.144174,""change_center_y"":0.507563,""color_shift"":0.000323,""edge_density"":0.084618,""foreground_ratio"":0.03859,""frame_difference"":0.000329,""frame_id"":370,""luma_std"":0.679817,""mean_hue"":0.235787,""mean_luma"":0.759519,""mean_saturation"":0.147396,""mean_value"":0.794272,""motion_energy"":0.002142,""scene_cut_score"":0.002411,""texture_entropy"":0.518053,""timestamp_ms"":18500}"
372,0,404,15,0.682107447265,0.279973739143,0.00318788511993,0.564848027923,-0.116962440995,"{""blur_score"":0.130982,""change_center_x"":0.054078,""change_center_y"":0.565048,""color_shift"":0.00032,""edge_density"":0.084696,""foreground_ratio"":0.038824,""frame_difference"":0.000315,""frame_id"":371,""luma_std"":0.679982,""mean_hue"":0.236036,""mean_luma"":0.759352,""mean_saturation"":0.147582,""mean_value"":0.794221,""motion_energy"":0.002103,""scene_cut_score"":0.002451,""texture_entropy"":0.517685,""timestamp_ms"":18550}"
373,0,384,15,0.660401233237,0.385879549411,0.203614743313,0.476673070926,-0.269677726294,"{""blur_score"":0.131007,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":4.1e-05,""edge_density"":0.084774,""foreground_ratio"":0.038824,""frame_difference"":1.2e-05,""frame_id"":372,""luma_std"":0.679977,""mean_hue"":0.236,""mean_luma"":0.75934,""mean_saturation"":0.147603,""mean_value"":0.794216,""motion_energy"":0.0,""scene_cut_score"":0.000375,""texture_entropy"":0.517464,""timestamp_ms"":18600}"
374,0,403,15,0.684408647139,0.265350594451,-0.0265960038885,0.579431903157,-0.0929103224126,"{""blur_score"":0.130398,""change_center_x"":0.008591,""change_center_y"":0.583944,""color_shift"":0.000222,""edge_density"":0.084774,""foreground_ratio"":0.038902,""frame_difference"":0.000283,""frame_id"":373,""luma_std"":0.680209,""mean_hue"":0.235988,""mean_luma"":0.759183,""mean_saturation"":0.147825,""mean_value"":0.794166,""motion_energy"":0.00183,""scene_cut_score"":0.00186,""texture_entropy"":0.518202,""timestamp_ms"":18650}"
375,0,403,15,0.682581839586,0.292277962441,0.0293832073048,0.548397525767,-0.141877509393,"{""blur_score"":0.131452,""change_center_x"":0.099346,""change_center_y"":0.536615,""color_shift"":0.000287,""edge_density"":0.085008,""foreground_ratio"":0.039136,""frame_difference"":0.000342,""frame_id"":374,""luma_std"":0.680416,""mean_hue"":0.236046,""mean_luma"":0.759009,""mean_saturation"":0.148058,""mean_value"":0.79411,""motion_energy"":0.002181,""scene_cut_score"":0.002986,""texture_entropy"":0.51802,""timestamp_ms"":18700}"
376,0,396,15,0.753197235752,0.353745076858,0.265017806312,0.29691214295,-0.449683130386,"{""blur_score"":0.131252,""change_center_x"":0.84507,""change_center_y"":0.106443,""color_shift"":6.7e-05,""edge_density"":0.084969,""foreground_ratio"":0.039174,""frame_difference"":7e-05,""frame_id"":375,""luma_std"":0.68025,""mean_hue"":0.236077,""mean_luma"":0.759048,""mean_saturation"":0.148015,""mean_value"":0.794154,""motion_energy"":0.00035,""scene_cut_score"":0.0006,""texture_entropy"":0.518111,""timestamp_ms"":18750}"
377,0,404,15,0.671714218827,0.277026488953,-0.0197211670893,0.59288410846,-0.0832144906923,"{""blur_score"":0.131245,""change_center_x"":0.014901,""change_center_y"":0.651809,""color_shift"":0.000161,""edge_density"":0.085008,""foreground_ratio"":0.039213,""frame_difference"":0.000123,""frame_id"":376,""luma_std"":0.68026,""mean_hue"":0.236113,""mean_luma"":0.759027,""mean_saturation"":0.148028,""mean_value"":0.794143,""motion_energy"":0.000896,""scene_cut_score"":0.001056,""texture_entropy"":0.517972,""timestamp_ms"":18800}"
378,0,404,15,0.681496738912,0.285224618437,0.0122710615865,0.559167578355,-0.125542601284,"{""blur_score"":0.132929,""change_center_x"":0.071105,""change_center_y"":0.558747,""color_shift"":0.000271,""edge_density"":0.084969,""foreground_ratio"":0.039914,""frame_difference"":0.000335,""frame_id"":377,""luma_std"":0.680357,""mean_hue"":0.236269,""mean_luma"":0.758887,""mean_saturation"":0.14822,""mean_value"":0.794121,""motion_energy"":0.002142,""scene_cut_score"":0.002333,""texture_entropy"":0.518501,""timestamp_ms"":18850}"
379,0,402,15,0.682706172748,0.267424920285,-0.0254163210218,0.579812243781,-0.0928880218486,"{""blur_score"":0.13267,""change_center_x"":0.012047,""change_center_y"":0.589821,""color_shift"":0.000253,""edge_density"":0.084969,""foreground_ratio"":0.039875,""frame_difference"":0.000296,""frame_id"":378,""luma_std"":0.68059,""mean_hue"":0.236225,""mean_luma"":0.758747,""mean_saturation"":0.14843,""mean_value"":0.794086,""motion_energy"":0.002064,""scene_cut_score"":0.001987,""texture_entropy"":0.518739,""timestamp_ms"":18900}"
380,0,384,15,0.660695246672,0.385955483944,0.202273480965,0.476176958118,-0.269799644815,"{""blur_score"":0.132667,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":1.3e-05,""edge_density"":0.085008,""foreground_ratio"":0.039875,""frame_difference"":2e-06,""frame_id"":379,""luma_std"":0.68059,""mean_hue"":0.23621,""mean_luma"":0.758747,""mean_saturation"":0.148427,""mean_value"":0.794088,""motion_energy"":0.0,""scene_cut_score"":0.000151,""texture_entropy"":0.518669,""timestamp_ms"":18950}"
381,0,400,15,0.683834081282,0.300454089122,0.0470956015239,0.537215214536,-0.159833387829,"{""blur_score"":0.131364,""change_center_x"":0.13261,""change_center_y"":0.516876,""color_shift"":0.000323,""edge_density"":0.08528,""foreground_ratio"":0.04007,""frame_difference"":0.000361,""frame_id"":380,""luma_std"":0.680956,""mean_hue"":0.236336,""mean_luma"":0.7586,""mean_saturation"":0.148624,""mean_value"":0.794057,""motion_energy"":0.002375,""scene_cut_score"":0.003266,""texture_entropy"":0.519067,""timestamp_ms"":19000}"
382,0,403,15,0.684465652205,0.303569368036,0.0548720924044,0.530596895196,-0.167930935143,"{""blur_score"":0.13218,""change_center_x"":0.148223,""change_center_y"":0.506303,""color_shift"":0.000358,""edge_density"":0.085202,""foreground_ratio"":0.040187,""frame_difference"":0.000356,""frame_id"":381,""luma_std"":0.681171,""mean_hue"":0.236497,""mean_luma"":0.758422,""mean_saturation"":0.148844,""mean_value"":0.793972,""motion_energy"":0.002181,""scene_cut_score"":0.00273,""texture_entropy"":0.519369,""timestamp_ms"":19050}"
383,0,405,15,0.68384580717,0.2672511056,-0.0263198211375,0.579771166813,-0.0943661758302,"{""blur_score"":0.132874,""change_center_x"":0.012397,""change_center_y"":0.584821,""color_shift"":0.000324,""edge_density"":0.085397,""foreground_ratio"":0.040849,""frame_difference"":0.000358,""frame_id"":382,""luma_std"":0.681083,""mean_hue"":0.236477,""mean_luma"":0.758332,""mean_saturation"":0.148986,""mean_value"":0.793956,""motion_energy"":0.002492,""scene_cut_score"":0.003023,""texture_entropy"":0.519564,""timestamp_ms"":19100}"
384,0,381,15,0.661228647647,0.38617047352,0.201533422299,0.476230039584,-0.270512699197,"{""blur_score"":0.132865,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":2e-05,""edge_density"":0.085397,""foreground_ratio"":0.040849,""frame_difference"":4e-06,""frame_id"":383,""luma_std"":0.681087,""mean_hue"":0.236474,""mean_luma"":0.758331,""mean_saturation"":0.148982,""mean_value"":0.793956,""motion_energy"":0.0,""scene_cut_score"":6e-05,""texture_entropy"":0.519564,""timestamp_ms"":19150}"
385,0,405,15,0.683620072922,0.291389576006,0.0247053490911,0.551430179063,-0.140880860967,"{""blur_score"":0.132031,""change_center_x"":0.094955,""change_center_y"":0.535448,""color_shift"":0.000386,""edge_density"":0.086098,""foreground_ratio"":0.040927,""frame_difference"":0.000424,""frame_id"":384,""luma_std"":0.681034,""mean_hue"":0.236607,""mean_luma"":0.758264,""mean_saturation"":0.149072,""mean_value"":0.793963,""motion_energy"":0.002765,""scene_cut_score"":0.004994,""texture_entropy"":0.519462,""timestamp_ms"":19200}"
386,0,404,15,0.684492573161,0.268278660821,-0.0252908374869,0.582276664404,-0.0950830673263,"{""blur_score"":0.129672,""change_center_x"":0.012151,""change_center_y"":0.588235,""color_shift"":0.000354,""edge_density"":0.085864,""foreground_ratio"":0.040966,""frame_difference"":0.000411,""frame_id"":385,""luma_std"":0.681262,""mean_hue"":0.23675,""mean_luma"":0.758153,""mean_saturation"":0.149231,""mean_value"":0.793941,""motion_energy"":0.002648,""scene_cut_score"":0.003462,""texture_entropy"":0.520241,""timestamp_ms"":19250}"
387,0,403,15,0.686163417648,0.288989865768,0.0216149636863,0.553538240345,-0.13910679008,"{""blur_score"":0.128134,""change_center_x"":0.086412,""change_center_y"":0.537693,""color_shift"":0.000364,""edge_density"":0.086098,""foreground_ratio"":0.040966,""frame_difference"":0.000418,""frame_id"":386,""luma_std"":0.68139,""mean_hue"":0.236844,""mean_luma"":0.75806,""mean_saturation"":0.149379,""mean_value"":0.793919,""motion_energy"":0.002687,""scene_cut_score"":0.003517,""texture_entropy"":0.520424,""timestamp_ms"":19300}"
388,0,402,15,0.756420628979,0.3540465692,0.264511479842,0.297315624545,-0.453278294184,"{""blur_score"":0.128221,""change_center_x"":0.844131,""change_center_y"":0.104202,""color_shift"":8.5e-05,""edge_density"":0.08602,""foreground_ratio"":0.040888,""frame_difference"":7.1e-05,""frame_id"":387,""luma_std"":0.681408,""mean_hue"":0.236865,""mean_luma"":0.758062,""mean_saturation"":0.149385,""mean_value"":0.793927,""motion_energy"":0.000389,""scene_cut_score"":0.000759,""texture_entropy"":0.520401,""timestamp_ms"":19350}"
389,0,403,15,0.685617525818,0.268629945307,-0.0236262698144,0.580313402618,-0.0979102775569,"{""blur_score"":0.129467,""change_center_x"":0.01501,""change_center_y"":0.583856,""color_shift"":0.000346,""edge_density"":0.085942,""foreground_ratio"":0.041667,""frame_difference"":0.000406,""frame_id"":388,""luma_std"":0.681346,""mean_hue"":0.237015,""mean_luma"":0.75798,""mean_saturation"":0.149472,""mean_value"":0.793899,""motion_energy"":0.002765,""scene_cut_score"":0.002958,""texture_entropy"":0.520677,""timestamp_ms"":19400}"
390,0,403,15,0.683690770089,0.269506129608,-0.0246033475016,0.583229017985,-0.0951874761835,"{""blur_score"":0.130511,""change_center_x"":0.014144,""change_center_y"":0.591001,""color_shift"":0.000344,""edge_density"":0.086293,""foreground_ratio"":0.04155,""frame_difference"":0.000441,""frame_id"":389,""luma_std"":0.68137,""mean_hue"":0.237098,""mean_luma"":0.757906,""mean_saturation"":0.149551,""mean_value"":0.793869,""motion_energy"":0.003076,""scene_cut_score"":0.003943,""texture_entropy"":0.520582,""timestamp_ms"":19450}"
391,0,403,15,0.684543652071,0.29156403929,0.0244998885885,0.55463685504,-0.139757941969,"{""blur_score"":0.129086,""change_center_x"":0.091877,""change_center_y"":0.54358,""color_shift"":0.000443,""edge_density"":0.086098,""foreground_ratio"":0.041706,""frame_difference"":0.000512,""frame_id"":390,""luma_std"":0.681571,""mean_hue"":0.237073,""mean_luma"":0.757822,""mean_saturation"":0.149711,""mean_value"":0.793864,""motion_energy"":0.003349,""scene_cut_score"":0.00403,""texture_entropy"":0.520765,""timestamp_ms"":19500}"
392,0,404,15,0.686426124726,0.276194113021,-0.00803745348139,0.571872639702,-0.113479629699,"{""blur_score"":0.128693,""change_center_x"":0.039552,""change_center_y"":0.565097,""color_shift"":0.000413,""edge_density"":0.086526,""foreground_ratio"":0.041745,""frame_difference"":0.00044,""frame_id"":391,""luma_std"":0.681643,""mean_hue"":0.237165,""mean_luma"":0.757746,""mean_saturation"":0.149789,""mean_value"":0.793848,""motion_energy"":0.002843,""scene_cut_score"":0.004311,""texture_entropy"":0.522062,""timestamp_ms"":19550}"
393,0,381,15,0.663622344088,0.387134913565,0.202356990163,0.47815791242,-0.273392066052,"{""blur_score"":0.1287,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":5e-06,""edge_density"":0.086526,""foreground_ratio"":0.041745,""frame_difference"":1e-06,""frame_id"":392,""luma_std"":0.681642,""mean_hue"":0.237162,""mean_luma"":0.757746,""mean_saturation"":0.149789,""mean_value"":0.793847,""motion_energy"":0.0,""scene_cut_score"":1.4e-05,""texture_entropy"":0.522029,""timestamp_ms"":19600}"
